user_id,name,email,phone,risk_score,account_creation_date,last_activity_date,fraud_history,kyc_verified,segment,typical_transaction_amount,typical_merchants,typical_locations
user_000033,Jeremiah Lopez,kingmichelle@example.org,667-319-0229,0.01,2025-04-07T11:09:17.019910,2025-04-18T13:42:05.107094,False,True,business,54.2,"[55, 305, 222]","[186, 80, 111, 155, 130]"
user_000034,Lisa Gibbs,kimberlyjames@example.com,496-549-9091x3341,0.13,2021-03-01T18:57:19.288803,2025-04-18T13:42:02.503892,False,True,premium,118.29,"[22, 362, 223, 0, 266, 473, 412]","[93, 110, 17, 170]"
user_000035,Jerry Wheeler,antonio44@example.net,413.349.3618x324,0.03,2020-08-05T06:46:47.342480,2025-04-18T13:42:45.557714,False,True,standard,219.71,"[460, 153, 259, 158, 341, 209, 167, 206, 356, 151]","[49, 107, 170]"
user_000036,Samantha Morse,smartinez@example.com,001-664-288-7719x065,0.01,2020-10-02T03:39:50.255580,2025-04-18T13:42:55.714666,False,True,premium,137.44,"[291, 154, 207, 280, 426, 0, 155, 146, 107, 220]","[119, 113, 172, 54, 130]"
user_000037,Laura Sampson,barbara27@example.net,+1-374-429-6717x5655,0.0,2021-12-11T15:48:53.716971,2025-04-18T13:42:39.620420,False,True,premium,130.79,"[43, 145, 263, 339, 324, 317, 171, 47, 419, 487]","[172, 79, 57, 50]"
user_000038,Tony Cervantes,gibsonleonard@example.com,768-908-7603,0.06,2023-06-04T11:49:50.839811,2025-04-18T13:42:43.599432,False,True,student,16.07,"[435, 393, 37, 233, 212, 453, 322, 294, 99, 367]","[126, 102, 62, 37, 167]"
user_000039,Joshua Pennington,fgilmore@example.org,3935248086,0.09,2025-04-04T10:21:20.960051,2025-04-18T13:42:52.775793,False,True,standard,46.48,"[217, 112, 90, 411, 490, 356, 265, 237, 25, 285]","[31, 116, 34, 118]"
user_000040,Bruce Collier,scantu@example.net,001-446-377-3782x639,0.05,2021-09-04T20:30:29.807704,2025-04-18T13:42:45.400371,False,False,business,95.21,"[456, 226, 313, 417, 368, 258, 218, 425, 464, 280]","[40, 190, 121, 115, 66]"
user_000041,Timothy Romero,campbellkenneth@example.net,001-872-978-7558,0.1,2024-12-16T22:42:39.803055,2025-04-18T13:42:50.176101,False,True,business,691.71,"[398, 266, 248, 320, 122, 140, 225, 39, 365, 146]","[69, 85, 81, 138]"
user_000042,Mrs. Janet Chase,vwilliams@example.com,001-366-927-0289x517,0.02,2020-05-16T09:34:58.478230,2025-04-18T13:42:06.649325,False,True,student,179.6,"[78, 361, 109, 32, 212, 208, 169, 277, 238, 31]","[107, 99, 197, 149]"
user_000043,Tracy Jones,matthew61@example.com,+1-386-357-8091x34316,0.1,2022-07-07T14:48:52.618254,2025-04-18T13:42:39.640070,False,True,student,184.39,"[3, 482, 180, 152, 385, 199, 436, 456, 488, 427]","[137, 191, 188, 139, 154]"
user_000044,Amber Flynn,michael62@example.org,569.922.2196x93792,0.02,2023-06-27T07:30:38.168785,2025-04-18T13:42:25.574230,False,True,business,127.41,"[248, 14, 199, 172, 342, 347, 408, 207, 370]","[119, 32, 159]"
user_000045,Stephanie Marshall,erica21@example.com,(894)764-7436x713,0.01,2023-03-04T02:13:59.651490,2025-04-18T13:42:57.561523,False,True,standard,16.17,"[329, 219, 69, 443]","[46, 12, 66, 97, 83]"
user_000046,William Barrett,alan09@example.net,943.295.3394x2104,0.08,2023-03-12T18:56:25.842630,2025-04-18T13:42:41.941586,False,True,student,21.02,"[385, 487, 425, 215, 129, 427, 41]","[4, 191, 138, 13, 89]"
user_000047,Edward Burgess,jamesbuchanan@example.com,784.324.7451x71236,0.03,2024-04-01T07:33:28.713607,2025-04-18T13:41:58.835119,False,True,standard,194.1,"[15, 486, 126, 102, 429, 10, 318, 78, 122, 64]","[171, 29, 144, 55, 119]"
user_000048,Jordan Chambers,brenda51@example.net,970.698.5931,0.13,2023-07-18T00:18:07.035945,2025-04-18T13:42:05.000556,False,True,premium,63.17,"[310, 493, 382, 367, 58, 398, 419, 83, 159, 55]",[79]
user_000049,Andrew Ferrell,davispaige@example.org,(275)786-9261x7964,0.02,2021-05-20T03:35:08.404021,2025-04-18T13:42:24.681751,False,True,student,42.97,"[482, 366, 101, 38, 303, 353, 425, 321, 124]","[178, 197]"
user_000050,Jack Pollard,amy50@example.com,531-371-3900x532,0.07,2024-06-11T18:50:10.085760,2025-04-18T13:42:31.252467,False,True,standard,59.97,"[289, 400, 21, 177, 272, 219, 338, 189, 35, 259]","[3, 107, 125, 27, 110]"
user_000051,Robin Hall,kristinacarlson@example.com,(728)542-1020,0.03,2023-03-29T17:37:59.019872,2025-04-18T13:41:58.946865,False,True,student,145.06,"[78, 222, 90, 375, 267, 494, 333, 138, 315, 413]","[119, 111, 187, 151, 68]"
user_000052,Cameron Fisher,reesethomas@example.com,891.878.3908x47007,0.1,2023-09-23T07:44:45.767485,2025-04-18T13:42:27.416131,False,True,standard,114.47,"[451, 230, 124, 384, 237, 291, 312]","[86, 7, 126, 83, 46]"
user_000053,Angel Miller,cameronhill@example.net,001-885-369-8478,0.28,2024-04-05T17:21:58.163200,2025-04-18T13:42:04.864844,False,True,business,118.75,"[143, 450, 305, 359, 141, 284, 5, 264]","[21, 61, 184, 104]"
user_000054,Sherry Arnold,russellbeasley@example.com,376-361-5654x52711,0.21,2022-06-16T01:32:44.402682,2025-04-18T13:42:42.675338,False,True,student,32.69,"[364, 251, 229, 405, 8, 47, 150, 113, 207, 354]","[78, 169, 148, 94]"
user_000055,Carlos Brown,elizabeth65@example.net,001-360-749-4519x83273,0.19,2024-07-10T04:37:06.961101,2025-04-18T13:42:20.053663,False,True,student,318.28,"[281, 169, 180, 359, 232, 138, 156, 128, 118, 61]","[80, 30, 190, 137]"
user_000056,Laura Aguirre,lynchdiane@example.net,302-444-5502x296,0.07,2024-01-01T12:42:02.913842,2025-04-18T13:42:56.308619,False,True,premium,57.48,"[378, 247, 141, 370, 301, 389]","[25, 49, 75, 58, 92]"
user_000057,Joseph Bennett,xpeterson@example.com,001-859-991-0229x0147,0.15,2023-05-02T00:19:44.493751,2025-04-18T13:42:22.851024,False,True,premium,217.46,"[23, 498, 27, 283, 149, 357, 483]","[163, 192, 125]"
user_000058,Jose Reed,campbellerika@example.com,740.336.9003x43244,0.13,2020-05-02T11:42:31.104562,2025-04-18T13:42:42.820848,False,True,business,70.61,"[245, 225, 174, 94, 494, 26, 129, 481, 441, 244]","[16, 102]"
user_000059,James Padilla,charles06@example.org,715.496.9664x160,0.05,2024-04-20T17:54:16.372631,2025-04-18T13:42:35.087516,False,True,standard,55.0,"[76, 415, 288, 485, 155]","[63, 30]"
user_000060,Tamara Davis,sanchezbrianna@example.net,364-553-5218,0.1,2024-10-28T18:25:20.384353,2025-04-18T13:42:18.962516,False,True,premium,65.12,"[267, 194, 230, 465, 226, 152, 440, 301, 219, 156]",[156]
user_000061,Sabrina Briggs,curtisscott@example.org,+1-721-427-7997x995,0.04,2022-06-30T11:11:33.489583,2025-04-18T13:42:26.135265,False,True,premium,23.2,"[108, 135, 338, 41, 80, 122, 88, 282, 38, 1]","[115, 176, 152, 120, 74]"
user_000062,Rebecca Vargas,william47@example.com,8059411998,0.11,2023-03-14T04:03:27.513557,2025-04-18T13:42:55.253889,False,True,business,78.05,"[440, 232, 36, 351, 119, 473, 135, 403, 405, 320]","[108, 29, 139, 57]"
user_000063,Amanda Stout,marcalvarez@example.org,9719518203,0.0,2022-12-01T10:12:42.891466,2025-04-18T13:42:34.588324,False,True,premium,39.06,"[30, 84, 405, 157]","[112, 31, 119, 176, 77]"
user_000064,Thomas Hughes,erika05@example.org,818-464-4925x19254,0.11,2023-04-10T00:51:32.729475,2025-04-18T13:42:54.280132,False,True,student,15.32,"[41, 306, 20, 455, 221, 376, 165, 309, 128, 13]","[58, 172]"
user_000065,James Conner,elizabethcalderon@example.net,+1-581-468-5054x23573,0.0,2021-01-26T07:58:37.585405,2025-04-18T13:42:15.747526,False,True,standard,344.95,"[344, 420, 137, 295, 20, 390, 387, 89, 240, 265]","[71, 46, 149, 111, 162]"
user_000066,Katie Fernandez,stanleynancy@example.net,(296)822-2927,0.12,2022-02-12T15:43:20.183397,2025-04-18T13:42:41.175140,False,False,student,84.95,"[209, 170, 164, 343, 53, 439, 82, 168]","[177, 126, 73, 169, 102]"
user_000067,Lisa Goodwin,pyoung@example.com,435.697.7468x8623,0.16,2020-07-22T15:53:39.380197,2025-04-18T13:42:26.835439,False,True,student,10.29,"[161, 129, 165, 59]","[131, 0, 168, 138, 118]"
user_000068,Timothy Dawson,mitchellkathryn@example.com,782.561.3750x606,0.0,2022-03-24T14:06:49.196391,2025-04-18T13:42:02.896326,False,True,business,287.52,"[387, 255, 320, 226, 389, 26, 104, 136, 281, 67]","[112, 178, 124, 31, 7]"
user_000069,Fernando Garcia,lacey20@example.com,827.379.0104x3289,0.02,2024-03-05T19:37:52.292501,2025-04-18T13:42:12.258414,False,True,premium,10.89,"[81, 159, 282, 7, 208, 47, 115, 430, 467, 58]","[30, 165, 39, 127, 183]"
user_000070,David Fowler,fbrown@example.net,+1-708-593-2460,0.09,2023-02-24T12:25:19.156494,2025-04-18T13:42:09.238835,False,True,student,284.68,"[241, 124, 233, 282, 74, 196, 97, 471, 306, 260]","[17, 70, 197]"
user_000071,Kelly Ward,myerstheodore@example.net,(754)705-1531x9520,0.07,2024-05-13T00:02:00.520065,2025-04-18T13:42:08.505348,False,True,business,15.18,"[144, 371, 152]","[38, 114, 137, 123, 88]"
user_000072,Julie Dominguez,lisabrown@example.com,8439030548,0.0,2021-07-24T23:21:16.068325,2025-04-18T13:42:43.197455,False,True,student,354.96,"[477, 164, 445, 96, 357, 122, 292, 196, 119, 438]","[11, 81, 190, 121, 180]"
user_000073,Howard Norman,joshua56@example.com,001-876-452-7758x4161,0.1,2023-01-09T12:24:15.758819,2025-04-18T13:42:17.272686,False,True,premium,49.15,"[493, 18, 64, 257, 494, 302, 169, 445, 51, 447]","[25, 134, 116, 3, 184]"
user_000074,Matthew Parker,cjackson@example.com,205.496.4016x582,0.03,2024-07-16T05:04:24.830212,2025-04-18T13:42:38.685332,False,True,premium,205.05,"[240, 400, 496, 135]","[159, 177, 101, 166, 20]"
user_000075,Cameron Young,michael90@example.net,(775)857-1928,0.05,2021-11-13T12:03:09.869086,2025-04-18T13:42:14.721386,False,True,student,571.35,"[320, 367, 454, 388, 249, 446, 277, 18]","[60, 161]"
user_000076,Allison Lopez,hmcintyre@example.com,001-347-739-4731x21727,0.11,2023-08-20T23:31:57.793778,2025-04-18T13:42:40.572429,False,True,premium,58.03,"[46, 222, 50, 389, 324, 360, 446, 51, 227, 85]","[7, 11, 83, 14, 75]"
user_000077,Donna Evans,jenniferho@example.net,(258)731-3237,0.37,2023-01-25T03:00:39.169708,2025-04-18T13:42:20.134670,False,True,premium,196.48,"[210, 289, 349, 405, 92, 87, 89, 40, 312, 445]","[158, 174, 61, 127, 149]"
user_000078,Kristen Salazar,jonesraymond@example.net,001-778-466-9125x1778,0.05,2024-09-07T16:51:21.620760,2025-04-18T13:42:44.815776,False,True,business,58.61,"[130, 341, 4, 460, 411, 238, 461, 147, 346, 279]","[18, 113, 88]"
user_000079,Catherine Burch,dshaw@example.org,624.422.5358x41438,0.28,2023-06-03T18:53:46.271649,2025-04-18T13:42:34.865697,False,True,student,67.19,"[128, 233, 432, 154, 101, 196, 436, 247, 54, 121]","[146, 91, 147, 75, 179]"
user_000080,Martin Vargas,georgeweber@example.net,690-601-0943x96907,0.19,2022-09-17T07:48:28.648649,2025-04-18T13:42:46.281289,False,False,student,38.26,"[4, 289, 442, 351, 398, 381, 498]",[155]
user_000081,Elizabeth Jones,moorerobert@example.com,759.325.5562,0.08,2021-11-22T03:22:56.903152,2025-04-18T13:42:25.988354,False,True,business,97.64,"[409, 117, 310, 410, 180, 112, 325, 97, 317, 128]","[160, 24, 165]"
user_000082,David Davis,sonia96@example.org,(959)653-2787,0.03,2022-10-13T16:03:30.004041,2025-04-18T13:42:03.402946,False,True,standard,26.84,"[186, 374, 67, 46, 465, 151, 167, 382, 212, 89]","[33, 138, 93, 135]"
user_000083,Jim Allen,brandon47@example.net,+1-874-280-1624x5650,0.48,2023-02-23T19:40:34.407998,2025-04-18T13:42:09.679318,False,True,premium,16.11,"[467, 422, 483, 246, 495, 412, 151]","[29, 119, 19, 36, 193]"
user_000084,Angel Gordon,marcia99@example.org,(816)255-8523,0.03,2020-07-10T02:30:27.668592,2025-04-18T13:42:06.222183,False,True,student,35.18,"[285, 187, 46, 404, 202, 7, 135, 274, 63, 232]","[172, 191, 67, 149, 97]"
user_000085,John Bryant,markaustin@example.org,(794)795-8887x9470,0.01,2023-08-31T21:02:30.211917,2025-04-18T13:42:56.793882,False,True,standard,138.51,"[119, 241, 12, 317, 452, 482, 287, 167, 468, 312]","[165, 16, 162, 118]"
user_000086,Rebecca Swanson,carlsonjoseph@example.net,001-399-530-9728x96230,0.04,2020-05-22T22:55:05.534706,2025-04-18T13:42:16.821549,False,True,student,128.25,"[71, 23, 484, 19]","[126, 29, 24, 60, 137]"
user_000087,Michael Jenkins,vsalas@example.net,7284385786,0.21,2022-08-05T19:25:01.643848,2025-04-18T13:42:29.987624,False,True,student,29.57,"[380, 372, 79, 453, 212, 335, 50, 426, 250, 315]","[71, 8, 176, 94, 55]"
user_000088,Megan Dillon,chelsea33@example.com,+1-743-644-3757,0.15,2021-09-25T22:22:44.730969,2025-04-18T13:42:32.408608,False,False,business,158.42,"[351, 188, 278, 461]","[15, 101, 70, 48, 31]"
user_000089,Stephanie Foster,stephanie24@example.org,315-574-7338x4842,0.02,2021-07-05T03:33:39.545956,2025-04-18T13:42:38.190038,False,True,standard,16.5,"[108, 328, 327, 305, 497, 10, 25, 402, 170, 124]","[144, 52, 17]"
user_000090,Margaret Williams,erivera@example.org,+1-520-282-6773x45401,0.17,2024-11-11T02:40:44.801580,2025-04-18T13:42:08.503886,False,True,premium,54.12,"[168, 396, 75, 403, 461, 305]",[70]
user_000091,Casey Gillespie,lfrench@example.net,400-949-9154x7887,0.06,2021-08-29T15:02:16.759213,2025-04-18T13:42:46.528833,False,True,premium,121.97,"[128, 408, 89, 56, 338, 443, 13, 67, 7, 183]","[150, 82, 4, 44]"
user_000092,Nicholas Wong,alexisrogers@example.com,001-832-396-6851,0.01,2021-03-21T19:39:15.896069,2025-04-18T13:42:06.436713,False,True,student,212.27,"[58, 381, 32, 243, 229, 398, 185, 262, 303, 55]","[128, 56, 157, 11, 186]"
user_000093,David Green,seanadams@example.com,699-304-5301x7426,0.01,2023-06-28T18:52:01.347636,2025-04-18T13:42:54.438138,False,True,business,66.94,"[329, 493, 15, 31, 245, 433, 205, 218, 351, 55]","[182, 113, 18, 20, 82]"
user_000094,Daniel Bernard,vhernandez@example.net,(768)378-3391x878,0.08,2024-11-18T10:39:03.296423,2025-04-18T13:42:04.732527,False,True,business,33.87,"[324, 299, 280, 364, 166, 195, 305, 271, 150, 232]","[25, 179, 29, 167, 166]"
user_000095,Stephanie Harris,franklinbond@example.com,439-871-8707,0.36,2022-07-31T13:50:42.516210,2025-04-18T13:42:01.464207,False,True,premium,212.75,"[231, 454, 116, 211, 173, 423, 232, 204, 212]","[80, 109]"
user_000096,Robert Cummings,ascott@example.net,391.906.5180,0.25,2020-06-15T07:49:02.734347,2025-04-18T13:42:22.532016,False,True,premium,262.44,"[472, 242, 34, 46, 425, 43, 47, 221, 49, 381]","[33, 142, 15, 150, 143]"
user_000097,Pamela Good,ybrooks@example.com,(261)282-5128x6823,0.01,2025-03-10T06:59:18.758827,2025-04-18T13:42:25.780234,False,True,student,54.35,"[447, 340, 481, 384, 216, 444, 468, 369]",[73]
user_000098,Jessica Gray,johnreed@example.com,310.269.0331,0.0,2022-07-12T15:53:32.335828,2025-04-18T13:42:38.321418,False,True,premium,118.02,"[336, 246, 114, 433, 55]","[142, 94, 29, 195, 71]"
user_000099,Dana Williams,nyoung@example.org,(584)639-5995,0.36,2024-09-04T14:16:00.703209,2025-04-18T13:42:57.141734,False,True,standard,23.47,"[475, 336, 424, 355, 136, 14, 92, 139, 359, 390]","[86, 89, 1, 46, 36]"
user_000100,Jennifer Hill,conniesimmons@example.com,8564856624,0.02,2024-01-26T02:04:06.073469,2025-04-18T13:42:26.411129,False,True,premium,145.99,"[324, 497, 15, 46, 382, 271, 110, 192, 214, 232]","[40, 94, 79, 184, 83]"
user_000101,Elizabeth Zimmerman,jmelendez@example.com,(588)226-3435x17518,0.01,2021-08-21T15:15:55.270402,2025-04-18T13:42:38.420315,False,True,standard,57.65,"[79, 80, 386]",[172]
user_000102,Shelly Lopez,timothybooth@example.com,603-831-7393x6385,0.11,2022-08-17T20:06:51.513916,2025-04-18T13:42:36.923280,False,True,student,350.71,"[310, 226, 212, 139, 110, 386, 262, 58, 176, 220]","[72, 173]"
user_000103,Ian Andrade,ugarcia@example.com,001-853-655-6093x20489,0.09,2021-01-21T16:55:31.172844,2025-04-18T13:42:17.791917,False,True,business,144.94,"[112, 202, 306]",[1]
user_000104,Roy Porter,jonathan77@example.com,(252)328-7280,0.03,2025-01-08T11:22:36.477527,2025-04-18T13:42:38.092933,False,True,premium,14.08,"[130, 148, 167, 61, 3, 254, 382, 220, 89, 66]","[136, 180, 58, 128, 143]"
user_000105,Jennifer Kirby,carloshernandez@example.org,275.609.9770x08860,0.15,2022-12-22T17:40:27.395555,2025-04-18T13:42:15.201312,False,True,standard,78.45,"[441, 379, 21, 223, 9, 235, 471, 39, 160]","[146, 103, 181, 163, 106]"
user_000106,Melissa Jordan,danieldavis@example.org,739.884.5461,0.09,2022-08-04T14:14:11.404770,2025-04-18T13:42:12.592474,False,True,business,239.05,"[410, 485, 316, 235, 425]","[22, 111, 27, 62, 150]"
user_000107,Elizabeth Clayton,valdezmichele@example.org,366-968-7002,0.22,2024-07-10T02:42:23.796217,2025-04-18T13:42:36.694434,False,True,business,41.17,"[173, 113, 170, 398, 86, 39, 261, 324, 58, 271]","[198, 89, 186, 165]"
user_000108,William Dickson,hallrachel@example.net,001-474-701-4890,0.29,2020-05-16T23:11:29.881174,2025-04-18T13:42:10.429487,False,True,premium,18.22,"[101, 88, 308, 78, 389, 388, 335]","[45, 197]"
user_000109,Robert Nicholson,evansanne@example.net,(785)862-1850x1631,0.25,2025-02-20T19:32:24.409401,2025-04-18T13:42:17.582599,False,True,student,72.15,"[473, 451, 289, 329, 325, 319, 165, 442, 497, 321]","[38, 112, 17, 120, 113]"
user_000110,Rachel Hayes,michaelpugh@example.com,(696)419-4311,0.05,2022-03-13T07:51:35.308682,2025-04-18T13:42:45.033417,False,True,standard,51.65,"[259, 37, 158, 236, 231, 19, 29, 188]","[19, 165, 23, 157, 152]"
user_000111,James Ward,smithkyle@example.com,001-341-721-2678x88610,0.1,2023-01-25T11:42:18.424513,2025-04-18T13:42:33.815473,False,True,standard,74.62,"[465, 414, 292, 333, 96, 164, 309, 243, 256, 77]",[115]
user_000112,Sharon Smith,fhughes@example.net,+1-639-682-6224,0.18,2022-10-05T21:56:48.298125,2025-04-18T13:42:01.796029,False,True,business,11.03,"[43, 258, 330, 88, 20, 126, 362, 224, 268, 267]","[93, 95, 72]"
user_000113,Jason Washington,wardsheryl@example.net,+1-879-793-7124x0659,0.34,2022-07-01T07:21:30.571663,2025-04-18T13:42:23.836973,False,True,standard,93.27,"[323, 331, 171, 33, 168, 48, 285, 347, 197, 145]","[185, 168, 154, 38, 85]"
user_000114,Marilyn Wheeler,malik37@example.com,(665)847-9356,0.12,2022-02-13T23:06:32.747398,2025-04-18T13:42:53.924029,False,True,business,40.29,"[495, 335, 357, 339, 200, 66, 304]","[79, 143]"
user_000115,Zachary White,bentonsteven@example.net,674.416.7243,0.07,2023-11-15T12:52:07.889143,2025-04-18T13:42:45.344606,False,True,premium,257.56,"[359, 424, 484, 378, 350, 467, 269, 47, 330, 343]","[130, 92, 4, 79, 46]"
